Unique number,"Возраст, полных лет",Гражданство,Стаж вождения,Пол,КБМ,Город,Марка,Модель,Тип ТС ,Год выпуска,Расположение руля,Объём двигателя,Цвет,Период страхования,Страховая премия,Льготы,Дата проишествия,Регион ДТП,Сумма убытка
55145d8f583aa35127dc518895efcf7f,34,Казахстан,16,М,9,Алматы,Delica,Mitsubishi,Легковые автомобили,01/12/1993,Справа,2400,серо-синий,16.06.2013-15.06.2014,17905,,,,
5545eae887598d5bcc4777f997c1a78f,47,Казахстан,13,Ж,8,Алматы,Outlander,Mitsubishi,Легковые автомобили,01/12/2012,Слева,2360,черный металлик,16.06.2013-11.05.2014,13797,,,,
5563b56a85f8c80dccc033fe925ec6f1,48,Россия,30,М,5,Петропавловск,Space wagon,Mitsubishi,Легковые автомобили,01/12/2000,Слева,2351,серый,30.05.2013-29.11.2013,4563,,,,
5576525f9885acb1390486f372cddc67,59,Казахстан,38,М,9,Актобе,Runner,Mitsubishi,Легковые автомобили,01/12/1994,Слева,1834,зелёный,11.06.2013-10.06.2014,7145,,,,
55b390af185efeecf3df44c2a57e734e,57,Казахстан,39,М,8,Нур-Султан,Montero Sport,Mitsubishi,Легковые автомобили,01/12/2000,Слева,3000,бордовый,23.05.2013-22.05.2014,12476,,,,
5616a2d0a8c875c78f18845cfdcfd4c6,40,Казахстан,19,М,8,Нур-Султан,Galant,Mitsubishi,Легковые автомобили,01/12/1998,Слева,1997,темно-фиолетовый металлик,18.06.2013-17.12.2013,6255,,,,
562e6c3955efb5fe1d14e85f682e1586,60,Казахстан,26,Ж,8,Нур-Султан,Outlander,Mitsubishi,Легковые автомобили,01/01/2007,Слева,2400,черный,16.06.2013-15.06.2014,11342,,,,
56abd0d0966ca162eb641eb15197c250,37,Казахстан,19,М,5,Алматы,Galant,Mitsubishi,Легковые автомобили,01/12/1991,Слева,1755,коричневый металлик,02.07.2013-01.07.2014,20143,,,,
56ad9b9260b4ee5ea7264d0f73138e7a,39,Казахстан,19,М,9,Алматы,Montero,Mitsubishi,Легковые автомобили,01/12/2002,Слева,3000,темно-синий,09.06.2013-08.06.2014,15667,,,,
56eac1ee4e97458184f61772e373dbe5,38,Казахстан,18,М,6,Петропавловск,Pajero,Mitsubishi,Легковые автомобили,01/01/2007,Слева,2972,серый,07.06.2013-06.12.2013,4125,,,,
572b6bbc1a9e7d8446f044d61de6546f,43,Казахстан,10,Ж,7,Алматы,Montero Sport,Mitsubishi,Легковые автомобили,01/12/2000,Слева,3000,зеленый металлик,14.06.2013-13.06.2014,17905,,,,
5769a9ad7f112cec565b22e6490c9571,42,Казахстан,20,М,7,Красный Яр,Colt,Mitsubishi,Легковые автомобили,01/12/1991,Слева,1299,серебристый,15.06.2013-14.12.2013,4003,,,,
57f6dcf8a6b2708e2de484e1127b7ec3,59,Казахстан,33,М,9,Нур-Султан,Outlander XL,Mitsubishi,Легковые автомобили,01/01/2007,Слева,3000,черный,20.06.2013-19.06.2014,13610,,,,
582929ede51167a8a1619b365fd0e929,36,Казахстан,17,М,8,Костанай,.,Mitsubishi,Легковые автомобили,01/12/1990,Слева,2400,синий металлик,26.05.2013-25.05.2014,11058,,,,
589fede56c6a83fc0d99af778557bf06,72,Казахстан,37,М,9,Павлодар,Outlander,Mitsubishi,Легковые автомобили,01/12/2010,Слева,2000,белый,05.07.2013-04.07.2014,3922,Пенсионер ,,,
58a85d29489606d0fc4352a2adf404b4,42,Казахстан,20,М,9,"Атбасар,Атбасар",Galant,Mitsubishi,Легковые автомобили,01/12/1996,Слева,1997,темно-серый металлик архивный,13.06.2013-12.06.2014,5589,,,,
58abd88887dbfb6b267662b64b23074e,53,Казахстан,9,Ж,7,Алматы,Delica,Mitsubishi,Легковые автомобили,01/01/1995,Слева,2470,белый,02.07.2013-01.07.2014,17905,,,,
58be1b42a8f6cabf99336ab23836a720,33,Казахстан,14,М,7,Кокшетау,Montero,Mitsubishi,Легковые автомобили,01/12/2001,Слева,3497,золотистый,29.06.2013-06.06.2014,8441,,,,
58be1b42a8f6cabf99336ab23836a720,33,Казахстан,14,М,7,Кокшетау,Montero Sport,Mitsubishi,Легковые автомобили,01/12/2001,Слева,3497,золотистый,07.06.2013-06.06.2014,8983,,,,
5920c4081763baa788b0c7fe6c4912b5,47,Казахстан,19,Ж,9,"Борисовка,Борисовка",Pajero,Mitsubishi,Легковые автомобили,01/12/2002,Слева,3200,зеленый металлик,16.06.2013-15.06.2014,6388,,,,
593ef9064e23ec637c4b77f44aaad591,38,Казахстан,14,Ж,7,Алматы,Pajero,Mitsubishi,Легковые автомобили,01/12/1996,Справа,1090,зеленый металлик,09.06.2013-08.06.2014,17905,,,,
59a8e11bbbff5f199317183c5b542c8f,62,Казахстан,22,М,7,Алматы,Space runner,Mitsubishi,Легковые автомобили,01/12/1995,Слева,1834,зеленый металлик,29.05.2013-28.05.2014,17905,,,,
59bc7a12c2c15cb60561e4b3683d5703,34,Казахстан,14,М,8,Алматы,Pajero,Mitsubishi,Легковые автомобили,01/12/1996,Слева,2830,зеленый металлик,22.06.2013-21.06.2014,20143,,,,
59f1c98eb91930ae95e5901667c93679,55,Казахстан,39,М,9,Алматы,Delica,Mitsubishi,Легковые автомобили,01/12/1996,Справа,2970,серебристый металлик архивный,02.07.2013-01.07.2014,7833,Приравн.Лицо ,,,
5a26b70a24405289ff5e4550a874c6fe,40,Казахстан,12,М,7,Алматы,Montero Sport,Mitsubishi,Легковые автомобили,01/12/2000,Слева,3000,синий металлик,29.06.2013-28.06.2014,17905,,,,
5b38d99d95e1245d9d4b9d09379ce2cd,42,Казахстан,19,М,8,Алматы,Pajero,Mitsubishi,Легковые автомобили,01/12/1997,Слева,2835,зелёный,22.05.2013-21.05.2014,8075,,,,
5b716810f30bdfb46b03873181781014,71,Казахстан,21,М,9,Алматы,Galant,Mitsubishi,Легковые автомобили,01/12/1992,Слева,1755,бордовый металлик,26.05.2013-25.05.2014,7833,Инвалид ,,,
5ba381dd025d90c9b330d49e6ad488ae,26,Казахстан,9,М,5,Алматы,Galant,Mitsubishi,Легковые автомобили,01/12/1993,Слева,1800,серо-перламутровый,29.05.2013-28.05.2014,10175,,,,
5bc1c5e735264e7e0219c8b2a3b5562b,39,Казахстан,21,М,8,Алматы,Lancer,Mitsubishi,Легковые автомобили,01/12/2008,Слева,1800,красный металлик,26.06.2013-25.06.2014,15260,,,,
5c4e293708a34cd65a54582610c5bfef,38,Казахстан,12,Ж,9,Алматы,Pajero,Mitsubishi,Легковые автомобили,01/12/2005,Слева,3000,серебристый металлик архивный,22.06.2013-16.02.2014,10301,,,,
5c9428f9057ab3a9df19100b7eab4383,41,Казахстан,17,М,9,Нур-Султан,Montero Sport,Mitsubishi,Легковые автомобили,01/12/2002,Слева,3000,золотистый металлик,01.06.2013-31.05.2014,11644,,,,
5ce317d1018701f9f124cfd6c427d954,32,Казахстан,3,М,8,"Алматы,Алматы",Delica,Mitsubishi,Легковые автомобили,01/12/1993,Справа,2470,темно-зеленый металлик,24.05.2013-23.05.2014,16786,,,,
5d36190d32824b40be3c414b75f3912b,74,Казахстан,39,М,8,Алматы,Delica,Mitsubishi,Легковые автомобили,01/12/1995,Справа,2830,синий металлик,28.05.2013-27.05.2014,8393,Инвалид ,,,
5da827a7019ca8a7d9bcdc520bd58960,40,Казахстан,14,Ж,9,Алматы,Pajero,Mitsubishi,Легковые автомобили,01/12/1994,Справа,2830,белый,22.06.2013-21.06.2014,15667,,,,
5dc35d16e39579a1fed141359a1df72a,60,Казахстан,19,М,4,Алматы,Chariot,Mitsubishi,Легковые автомобили,01/12/1998,Слева,2350,серебристый металлик архивный,04.06.2013-03.12.2013,10660,,,,
5ddb8f634523dfd335c1cd88c3acc092,48,Казахстан,19,Ж,7,Кокшетау,Space runner,Mitsubishi,Легковые автомобили,01/12/2000,Слева,1997,синий металлик,26.05.2013-25.05.2014,7985,,,,
5df07ee0ea607e9e72d4b2ca139e102a,67,Казахстан,31,М,7,Усть-Каменогорск,Montero Sport,Mitsubishi,Легковые автомобили,01/12/2003,Слева,2200,красный,19.07.2013-18.07.2014,11856,,,,
5e03a0d237905d5c1dc68a8a89770e4f,43,Казахстан,8,М,6,"Алматы,Алматы",Outlander,Mitsubishi,Легковые автомобили,01/12/2011,Слева,2000,серый металлик,01.06.2013-31.05.2014,17294,,,,
5eeb6f455e72285cce002df5f4f4760a,78,Казахстан,38,М,9,Нур-Султан,ASX,Mitsubishi,Легковые автомобили,01/01/2012,Слева,2000,серебристый металлик архивный,23.05.2013-22.05.2014,10586,,,,
5f5111b4a7ba13ce81644cab31b3c5ba,69,Казахстан,20,М,8,Алматы,Challenger,Mitsubishi,Легковые автомобили,01/12/1996,Справа,2830,комбинированный,11.06.2013-10.06.2014,16786,,,,
5f908bf2ad479685d13e7d4f4e738f81,40,Казахстан,19,М,9,"Борисовка,Борисовка",Pajero,Mitsubishi,Легковые автомобили,01/12/1999,Слева,2477,зелёный,04.06.2013-03.06.2014,8384,,,,
603acb3ed62a19e413d9c82712bab18b,54,Казахстан,4,М,8,Караганда,Space wagon,Mitsubishi,Легковые автомобили,01/12/1992,Слева,1834,бордовый металлик,18.06.2013-17.06.2014,7883,,,,
60d2a029b342c2a24d0e148dd4917c3f,33,Казахстан,12,М,6,Алматы,Nativa,Mitsubishi,Легковые автомобили,01/12/2005,Слева,2972,серебристый металлик архивный,31.05.2013-30.05.2014,19024,,,,
60d45e599150fa46a0471e24cca00b3e,58,Казахстан,8,М,7,Нур-Султан,Montero,Mitsubishi,Легковые автомобили,01/12/2000,Слева,3000,зеленый металлик,23.06.2013-02.07.2013,166,,,,
620255497510bbf7a082a6fab4fd3299,48,Казахстан,27,М,8,Петропавловск,Lancer,Mitsubishi,Легковые автомобили,01/12/2008,Слева,1499,серый,25.05.2013-24.05.2014,6857,,,,
6247a378d0e2b17433913e0118c2f5d7,47,Казахстан,13,Ж,9,Нур-Султан,Pajero,Mitsubishi,Легковые автомобили,01/12/2010,Слева,2972,серый,24.05.2013-23.05.2014,10586,,,,
62a0f2bd09c787ab194372cd56df0b9a,34,Казахстан,14,Ж,8,Алматы,Outlander,Mitsubishi,Легковые автомобили,01/12/2010,Слева,2000,черный,16.06.2013-15.06.2014,15260,,,,
62dc4552c1af0bf15a834183757a710a,55,Казахстан,11,М,8,Алматы,Montero,Mitsubishi,Легковые автомобили,01/12/2001,Слева,3000,белый,26.05.2013-01.04.2014,19928,,,,
633044e5a1e06925aeb9422496510bcf,55,Казахстан,6,Ж,3,Алматы,Montero Sport,Mitsubishi,Легковые автомобили,01/12/2000,Слева,3000,белый,01.06.2013-31.05.2014,23500,,,,
639dc9362a9b3964c55e58db31369c7c,48,Казахстан,31,М,3,Петропавловск,Lancer,Mitsubishi,Легковые автомобили,01/12/2008,Слева,1800,бирюзовый,06.06.2013-05.06.2014,17409,,,,
63bca15ee4272c66b244882578abc44e,66,Казахстан,42,М,9,Нур-Султан,Lancer,Mitsubishi,Легковые автомобили,01/01/1992,Слева,1500,бордовый,05.06.2013-04.06.2014,11644,,,,
63e0507ef5d4f94a2d1ded47e936c80e,61,Казахстан,19,М,8,Алматы,L200,Mitsubishi,Легковые автомобили,01/12/2011,Слева,3500,серебристый,19.06.2013-18.06.2014,18312,,,,
647043d3704fbe9510d7554781b58d84,30,Казахстан,10,М,6,Алматы,Lancer,Mitsubishi,Легковые автомобили,01/12/2007,Слева,2000,синий,06.06.2013-05.06.2014,22381,,,,
6483966cd9b835e9c7de547aa54966ab,59,Казахстан,10,Ж,5,Алматы,Grandis,Mitsubishi,Легковые автомобили,01/12/2006,Слева,2400,красный металлик,11.06.2013-10.06.2014,20143,,,,
6528db9aee46eeed2b9a83b3117d3b93,39,Казахстан,18,М,9,Алматы,Galant,Mitsubishi,Легковые автомобили,01/12/1995,Слева,1997,вишневый металлик,21.06.2013-02.01.2014,8413,,,,
6528db9aee46eeed2b9a83b3117d3b93,39,Казахстан,18,М,9,Алматы,Pajero,Mitsubishi,Легковые автомобили,01/12/1987,Слева,2500,белый,21.06.2013-02.01.2014,8413,,,,
6551c42781b1f3eb5c3a3bbe9d07e19c,35,Казахстан,17,М,8,Алматы,Delica,Mitsubishi,Легковые автомобили,01/12/1993,Справа,2470,черный металлик,17.06.2013-16.06.2014,16786,,,,
655297317d584ba90a3a7c3f38e24405,63,Казахстан,40,М,8,Петропавловск,Montero Sport,Mitsubishi,Легковые автомобили,01/12/2000,Слева,3000,синий,30.06.2013-29.06.2014,7542,,,,
6567288d50755caf07fd7bbea8e762eb,56,Казахстан,21,М,8,Алматы,Outlander,Mitsubishi,Легковые автомобили,01/12/2008,Слева,2360,серый металлик,29.06.2013-28.06.2014,15260,,,,
65a6e39a6868ec0cb1de11be7013baef,76,Казахстан,37,М,8,Атбасар,Galant,Mitsubishi,Легковые автомобили,01/12/1994,Слева,1999,вишневый металлик,04.06.2013-03.12.2013,1501,Инвалид ,,,
65e783b3fc00566b8161287e286ef80a,35,Казахстан,16,М,8,"Алматы,Алматы",Delica,Mitsubishi,Легковые автомобили,01/12/1997,Справа,2830,белый,07.06.2013-06.06.2014,22381,,,,
66e3221eb5e96b8bc19788942a2e8281,41,Казахстан,17,М,9,Алматы,Pajero,Mitsubishi,Легковые автомобили,01/12/1993,Справа,2830,серый металлик,01.06.2013-31.05.2014,16786,,,,
671fe1e9ecb64c6cd03278ccd078d35f,26,Казахстан,8,М,3,"Атбасар,Атбасар",Galant,Mitsubishi,Легковые автомобили,01/12/1992,Слева,1997,красный,04.06.2013-03.06.2014,8447,,,,
6872869d453c542115bb3c3408ffbce3,60,Казахстан,35,М,8,Актобе,Outlander,Mitsubishi,Легковые автомобили,01/12/2003,Слева,2400,зелёный,14.06.2013-13.12.2013,3838,,,,
687c084809e8da1c9c6240224ba88790,36,Казахстан,17,М,9,Панфилово,Pajero,Mitsubishi,Легковые автомобили,01/12/1993,Справа,2830,комбинированный,10.06.2013-09.06.2014,15667,,,,
68d5763ee1245e7390c5c6cbf4a57450,32,Казахстан,15,М,5,Кызылорда,Pajero,Mitsubishi,Легковые автомобили,01/12/1994,Слева,2970,комбинированный,26.06.2013-25.06.2014,7830,,,,
69c4a1832d51f5737b7bc715da242f19,28,Казахстан,6,М,3,Алматы,Pajero,Mitsubishi,Легковые автомобили,01/12/1995,Слева,2830,белый,22.05.2013-21.05.2014,24619,,,,
6b626cef4865ca211dbb96e468ddab3e,69,Казахстан,19,М,9,"Алматы,Алматы",Montero Sport,Mitsubishi,Легковые автомобили,01/12/2000,Слева,3000,комбинированный,17.06.2013-16.06.2014,19024,,,,
6b6c9e0421e5b7671b38d5b6f38effbe,37,Казахстан,5,М,9,Алматы,Pajero,Mitsubishi,Легковые автомобили,01/12/1996,Справа,2830,комбинированный,23.06.2013-22.06.2014,16786,,,,
6bb46a3638d6239d30dcb0053cbc91b8,47,Казахстан,10,М,5,Нур-Султан,Carisma Dao,Mitsubishi,Легковые автомобили,01/12/1996,Слева,1834,вишневый металлик,28.06.2013-27.12.2013,8757,,,,
6bc969b6815452f77f7397d63c8de55f,36,Казахстан,13,Ж,5,Алматы,Outlander,Mitsubishi,Легковые автомобили,01/01/2003,Слева,2400,бордовый,12.06.2013-11.06.2014,20143,,,,
6bd98ce7e74da6cc534584d9c7d85e55,43,Казахстан,14,М,9,Павлодар,Carisma,Mitsubishi,Легковые автомобили,01/12/2003,Слева,1300,серый,01.06.2013-15.06.2013,218,,,,
6bd98ce7e74da6cc534584d9c7d85e55,43,Казахстан,14,М,9,Павлодар,Carisma,Mitsubishi,Легковые автомобили,01/12/2003,Слева,1300,серый,18.06.2013-02.07.2013,218,,,,
6c21dc3b41d4a605adf9f9c0c050cde1,32,Казахстан,14,Ж,9,Нур-Султан,Montero Sport,Mitsubishi,Легковые автомобили,01/12/2000,Слева,2985,золотистый,04.06.2013-03.06.2014,11644,,,,
6c6a8d84e8ae8673beaf7e9f61135df6,67,Казахстан,25,М,5,Алматы,Space gear,Mitsubishi,Легковые автомобили,01/12/1995,Справа,2800,белый,20.06.2013-19.06.2014,21262,,,,
6c9db069bd53463671f106be97343fff,68,Казахстан,16,М,7,Алматы,Carisma,Mitsubishi,Легковые автомобили,01/12/1996,Слева,1834,серебристый металлик,02.06.2013-01.06.2014,17905,,,,
6d2e0fd4f93dcf7e4a5428cf9a490abb,76,Казахстан,19,М,8,Кокшетау,Outlander,Mitsubishi,Легковые автомобили,01/01/2007,Слева,2400,серый,22.06.2013-21.06.2014,3403,Инвалид ,,,
6df7c539054fcdec3eab662e1ec21145,35,Казахстан,19,М,8,Алматы,Challenger,Mitsubishi,Легковые автомобили,01/12/1997,Слева,2970,серебристый металлик архивный,13.06.2013-12.06.2014,16786,,,,
6e35d549e2982b30b62e09aa9e2ab9d2,45,Казахстан,13,Ж,5,Алматы,Galant,Mitsubishi,Легковые автомобили,01/12/2002,Слева,2000,серебристый,25.06.2013-24.06.2014,22381,,,,
6e3914bccdd4b89a12d9ae3ca18fb5fb,56,Казахстан,20,М,8,Нур-Султан,Challenger,Mitsubishi,Легковые автомобили,01/01/1997,Слева,3000,белый,01.07.2013-30.06.2014,12476,,,,
6eb17c8022ac0ad38c92ca1527eb0d7f,42,Казахстан,3,М,8,Алматы,Diamante,Mitsubishi,Легковые автомобили,01/12/1999,Справа,2490,золотистый,05.06.2013-04.06.2014,16786,,,,
6f275ac5057bc95eb0639505ca538b5b,63,Казахстан,34,М,7,Петропавловск,Space star,Mitsubishi,Легковые автомобили,01/12/1999,Слева,1300,зелёный,23.06.2013-22.12.2013,4034,,,,
6f55746156368bd6500a9588489351a0,63,Казахстан,20,М,8,Актобе,Space star,Mitsubishi,Легковые автомобили,01/12/2001,Слева,1299,темно-синий металлик,29.05.2013-28.05.2014,7656,,,,
6fa104c514e80cc4aae5edc2caed168f,61,Казахстан,8,Ж,5,Алматы,Rvr,Mitsubishi,Легковые автомобили,01/12/1995,Справа,1990,темно-синий металлик,12.06.2013-11.06.2014,20143,Инвалид ,,,
6fbf2b36dada5928a14266908fad45a6,49,Казахстан,20,М,9,Алматы,Delica,Mitsubishi,Легковые автомобили,01/12/1996,Справа,2470,комбинированный,24.06.2013-23.06.2014,15667,,,,
6fc044d39c04edcdc3000f16ae28fd5c,48,Казахстан,19,М,8,Алматы,Delica,Mitsubishi,Легковые автомобили,01/12/1993,Слева,2500,комбинированный,09.07.2013-08.07.2014,16786,,,,
70323e6c9083f16e2e1cf0c19a63e2bf,70,Казахстан,18,М,8,Алматы,Pajero,Mitsubishi,Легковые автомобили,01/12/2012,Слева,2972,серебристый,21.05.2013-20.05.2014,7630,Инвалид ,,,
70a4f769151c099c1a13a22a7e3de7e4,33,Казахстан,11,М,5,Нур-Султан,Galant,Mitsubishi,Легковые автомобили,01/12/1993,Слева,1999,белый,18.06.2013-17.12.2013,3603,,,,
70c33683be276629bcdad5034fe61083,50,Казахстан,17,М,9,Алматы,Carisma,Mitsubishi,Легковые автомобили,01/12/1998,Слева,1834,серебристый,22.05.2013-21.05.2014,7537,,,,
715fef05fd3523f4b3197b58a53a3822,53,Казахстан,20,М,8,Алматы,Delica,Mitsubishi,Легковые автомобили,01/12/1992,Справа,2470,темно-зеленый металлик,01.06.2013-31.05.2014,16786,,,,
7165deef090a8137a4a6a7ba4bf0ec59,35,Казахстан,14,М,8,Алматы,Delica,Mitsubishi,Легковые автомобили,01/12/1998,Справа,2830,комбинированный,27.06.2013-26.06.2014,12476,,,,
71d1ee53481103c861900c66e545e606,55,Казахстан,19,Ж,9,Алматы,Pajero,Mitsubishi,Легковые автомобили,01/01/2009,Слева,3000,серебристый,14.06.2013-13.06.2014,14243,,,,
71e3f9f605736516fd35ef3f8a119e8c,43,Казахстан,20,М,5,Алматы,Delica,Mitsubishi,Легковые автомобили,01/12/2000,Справа,1780,белый,05.06.2013-04.06.2014,20143,,,,
7273d9291532580ae055c298831b2465,52,Казахстан,20,М,8,Есик,Delica,Mitsubishi,Легковые автомобили,01/12/1995,Справа,2500,комбинированный,02.06.2013-04.03.2014,7633,,,,
7273d9291532580ae055c298831b2465,52,Казахстан,20,М,8,Есик,Delica,Mitsubishi,Легковые автомобили,01/12/1996,Справа,2470,белый,02.06.2013-04.03.2014,7633,,,,
7299f39ee27b1d48807cc691adb2ba3a,41,Казахстан,18,М,9,Костанай,Outlander,Mitsubishi,Легковые автомобили,01/12/2005,Слева,2378,серый металлик,19.06.2013-18.06.2014,11058,,,,
72b4bdaaf6d62d1e0ec956e6f40b4096,58,Казахстан,34,М,9,Нур-Султан,Pajero,Mitsubishi,Легковые автомобили,01/12/2004,Слева,2477,серебристый,19.07.2013-18.07.2014,11644,,,,
72bcc907102c5cb02c77c7e60ec7e21d,55,Казахстан,14,М,7,Нур-Султан,Lancer,Mitsubishi,Легковые автомобили,01/12/1995,Слева,1597,серебристый металлик архивный,01.06.2013-30.11.2013,6672,,,,
730e050ea22eda2f356e29f83bc5866d,66,Казахстан,18,М,9,Кокшетау,H60w,Mitsubishi,Легковые автомобили,01/12/2001,Слева,1834,серый,06.06.2013-05.06.2014,6987,,,,
7330d48638dbc88886dacaf8af3ada40,46,Казахстан,12,М,8,Алматы,Outlander,Mitsubishi,Легковые автомобили,01/12/2004,Слева,2400,серебристый металлик архивный,21.06.2013-30.12.2013,11243,,,,
734c128740024a7cb798cc20922a9400,40,Казахстан,22,М,8,Нур-Султан,Lancer,Mitsubishi,Легковые автомобили,01/12/1994,Слева,1660,вишневый,09.06.2013-08.06.2014,12476,,,,
7373d9ac864daf17ad18f0ff8c7d5734,36,Казахстан,12,Ж,7,Актау,Pajero,Mitsubishi,Легковые автомобили,01/01/2005,Слева,3800,серебристый,12.06.2013-11.06.2014,6956,,,,
73eaf664d6a6349679306902cfe50448,48,Казахстан,28,М,8,"Киевское,Киевское",Pajero,Mitsubishi,Легковые автомобили,01/12/2001,Слева,2972,серебристый металлик архивный,07.06.2013-06.06.2014,5988,,,,
73eefca975acd18dd1a484899c3eb26f,27,Казахстан,8,Ж,5,Алматы,Pajero,Mitsubishi,Легковые автомобили,01/12/2007,Слева,2972,серебристый металлик архивный,08.06.2013-07.06.2014,19227,,,,
7421bc66dfd15cb3135f1b9c517231fb,43,Казахстан,5,М,9,Алматы,Outlander,Mitsubishi,Легковые автомобили,01/01/2007,Слева,3000,серебристый металлик архивный,14.06.2013-13.06.2014,19329,,,,
743f64bcbf34c7479bf709c2d5bc4d49,45,Казахстан,17,Ж,8,Кокшетау,Space gear,Mitsubishi,Легковые автомобили,01/12/1997,Слева,1900,синий,29.06.2013-28.06.2014,7486,,,,
760da22f3c6496ef50067caeb9287a35,72,Казахстан,19,М,8,Алматы,Galant,Mitsubishi,Легковые автомобили,01/12/1990,Слева,1800,темно-синий металлик,08.06.2013-07.06.2014,8393,Инвалид ,,,
762913111e6c5145480c28ee8c6cfa9f,58,Казахстан,27,М,8,Актобе,Space star,Mitsubishi,Легковые автомобили,01/01/1999,Слева,1299,зелёный,20.06.2013-19.06.2014,10667,Приравн.Лицо ,,,
7634770aeab587f731802088c9e901d6,27,Казахстан,10,М,7,Алматы,Delica,Mitsubishi,Легковые автомобили,01/12/1997,Справа,2470,комбинированный,14.06.2013-13.06.2014,18800,,,,
76743a637c020db1326636d287545de2,43,Казахстан,16,Ж,9,Нур-Султан,Pajero,Mitsubishi,Легковые автомобили,01/12/2005,Слева,3200,черный металлик,11.06.2013-10.06.2014,11644,,,,
768736fe23a99f12ba2f1c3a8cab317a,42,Казахстан,20,М,6,Алматы,L200,Mitsubishi,Легковые автомобили,01/12/2004,Слева,2477,комбинированный,23.05.2013-29.11.2013,9955,,,,
76ecc6caefb227defdbf877e97a607ac,34,Казахстан,9,Ж,6,Алматы,Pajero,Mitsubishi,Легковые автомобили,01/12/1993,Справа,2835,белый,28.05.2013-27.05.2014,19975,,,,
774727d9d7e3e66cd2778f1d16630e36,44,Казахстан,22,М,7,Первомайский,Delica,Mitsubishi,Легковые автомобили,01/12/1995,Справа,2350,серебристый металлик архивный,23.05.2013-22.05.2014,8614,,,,
77a0a3d188b95869f659490598404d02,46,Казахстан,22,М,9,Алматы,Delica,Mitsubishi,Легковые автомобили,01/12/1996,Справа,2830,комбинированный,22.06.2013-21.06.2014,19975,,,,
77d6efc39c587be3610bae7b5313db14,33,Казахстан,11,Ж,8,Нур-Султан,Delica,Mitsubishi,Легковые автомобили,01/12/1997,Слева,2830,белый,30.05.2013-29.05.2014,13308,,,,
780891ff43978dd3ddc695b3e49eb677,39,Казахстан,3,Ж,9,Нур-Султан,Montero Sport,Mitsubishi,Легковые автомобили,01/12/2003,Слева,3500,серебристый,30.06.2013-29.06.2014,12476,,,,
780bf62d7434cdc9a3be9de87105873f,35,Казахстан,17,М,9,Алматы,Pajero,Mitsubishi,Легковые автомобили,01/12/2005,Слева,3000,белый перламутровый,11.06.2013-10.06.2014,15667,,,,
78da1f8a76e2bbcb9fd79ac2551b4584,60,Казахстан,44,М,5,Нур-Султан,Outlander,Mitsubishi,Легковые автомобили,01/12/2004,Слева,2990,серебристый,21.05.2013-20.05.2014,14971,,,,
794ca25ff2686dbe89c2e52af51afc15,45,Казахстан,21,Ж,9,Алматы,Outlander,Mitsubishi,Легковые автомобили,01/12/2004,Слева,2378,зелёный металлик,26.05.2013-25.05.2014,22381,,,,
7951343e2a49aa121176eeee377a6525,46,Казахстан,17,М,9,Алматы,Montero,Mitsubishi,Легковые автомобили,01/12/1995,Слева,3000,серый металлик,19.06.2013-18.06.2014,22157,Пенсионер ,,,
7983b8e716462caa535dff655ebb181a,37,Казахстан,8,М,5,Каскелен,Space wagon,Mitsubishi,Легковые автомобили,01/12/1993,Слева,1997,красный,25.05.2013-24.05.2014,9690,,,,
79d55465222b677b29617bc8a713ae12,50,Казахстан,13,Ж,8,Алматы,Pajero,Mitsubishi,Легковые автомобили,01/12/1995,Справа,2835,темно-зеленый металлик,25.06.2013-24.06.2014,16786,,,,
7a35c9fa2cd1732ca435bb851d11ac7c,43,Казахстан,14,Ж,8,Алматы,Delica,Mitsubishi,Легковые автомобили,01/12/1995,Справа,2800,зеленый металлик,13.06.2013-12.06.2014,9610,,,,
7a3702b3e7dbb5412d300cf6f0ab8b12,44,Казахстан,15,Ж,8,Алматы,Pajero,Mitsubishi,Легковые автомобили,01/12/2002,Слева,3200,зеленый металлик,22.05.2013-21.05.2014,16786,,23/01/2014,Алматы,503061
7a6768744dc490665ff32d2ff4ebab12,53,Казахстан,13,М,7,Шымкент,Galant,Mitsubishi,Легковые автомобили,01/12/1992,Слева,1760,серый металлик,11.06.2013-10.06.2014,6109,,,,
7af220031f8608b6868ef30a406b17e8,59,Казахстан,15,М,8,Алматы,Montero Sport,Mitsubishi,Легковые автомобили,01/12/1998,Слева,2972,зеленый металлик,28.06.2013-27.06.2014,16786,,,,
7c5853635361b5f6a2a8c0153d2a0ceb,39,Казахстан,21,М,8,Алматы,Outlander,Mitsubishi,Легковые автомобили,01/12/2007,Слева,3000,серебристый,09.06.2013-08.06.2014,15260,,,,
7ccb9c4abe89633a0ddaa00961a691a2,45,Казахстан,19,М,9,Алматы,Pajero,Mitsubishi,Легковые автомобили,01/12/1994,Справа,2478,комбинированный,25.06.2013-24.06.2014,15667,,,,
7cf7d745c51d326e32c43940296edc7e,33,Казахстан,15,М,8,Алматы,Airtrek,Mitsubishi,Легковые автомобили,01/12/2001,Слева,2350,синий,26.06.2013-10.02.2014,9339,,,,
7cfb0df25fcb16e319c990d80bbee27c,36,Казахстан,19,Ж,9,Алматы,Delica Space Gear,Mitsubishi,Легковые автомобили,01/12/1996,Справа,2350,комбинированный,22.07.2013-21.07.2014,15667,,,,
