Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Effect: Impact to flight,Effect: Other,Location: Nearby if en route,Aircraft: Flight Number,FlightDate,Record ID,Effect: Indicated Damage,Location: Freeform en route,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Reported: Date,Wildlife: Size,Conditions: Sky,Wildlife: Species,When: Time (HHMM),When: Time of day,Pilot warned of birds or wildlife?,Cost: Aircraft time out of service (hours),Cost: Other (inflation adj),Cost: Repair (inflation adj),Cost: Total $,Miles from airport,Feet above ground,Number of human fatalities,Number of people injured,Speed (IAS) in knots
,GREATER PITTSBURGH,Unknown,UNKNOWN,1,,,,,4/2/00 0:00,203779,No damage,,,UNKNOWN,Pennsylvania,,Rain,TRUE,FALSE,"AIRPORT NOT GIVEN, ASSUME KPIT FROM POSTMARK AND RWY. TIME FOUND IS 0930.",,Small,Overcast,Unknown bird - small,,,,,0,0,0,0,,,,
Airplane,BURKE LAKEFRONT,< 1000 ft,BE-33,2 to 10,None,,,,4/2/00 0:00,200264,No damage,,1,BUSINESS,Ohio,Take-off run,Rain,FALSE,FALSE,"A/C CONTD IT FLT, DID NOT REPT STRIKE. CARCASSES DISPOSED OF.",4/2/00 0:00,,Overcast,Gulls,718,Day,Y,,0,0,0,0,0,,,
Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-747-1/200,2 to 10,None,,,905,4/2/00 0:00,201524,No damage,,4,NORTHWEST AIRLINES,California,Take-off run,None,FALSE,FALSE,UNKNOWN WHERE BIRD HIT ON A/C. UNKN IF DMG. NO DMG REPTD,4/2/00 0:00,Small,No Cloud,Unknown bird - small,,Day,Y,,0,0,0,0,0,,,140
Airplane,BURKE LAKEFRONT,< 1000 ft,BE-76  DUCHESS,1,Precautionary Landing,,,,4/2/00 0:00,204406,Caused damage,,2,BUSINESS,Ohio,Climb,None,FALSE,FALSE,A/C RETD TO LAND DUE TO LOSS OF AIR SPEED INDICATOR. BIRD REMAINS WERE REMOVED FROM THE PITOT TUBE.,4/2/00 0:00,,Overcast,Gulls,2023,Night,,1,0,0,0,,10,,,95
,TETERBORO AIRPORT,Unknown,UNKNOWN,1,,,,,4/2/00 0:00,204803,No damage,,,UNKNOWN,New Jersey,,,FALSE,FALSE,FOUND BUZZARD HAWK AT 0915 AM (DATA ENTRY NOTE:  CALL TO AIRPORT CONFIRMED RED-TAIL HAWK),4/4/00 0:00,Medium,,Red-tailed hawk,,,,,0,0,0,,,,,
Airplane,ORLANDO INTL,< 1000 ft,CL-RJ100/200,1,Precautionary Landing,,,,4/3/00 0:00,201579,No damage,,2,COMAIR AIRLINES,Florida,Take-off run,,FALSE,FALSE,NO DMG REPTD. DID NOT DECLARE EMERG. FLT 5177.,,Medium,,Unknown bird - medium,1558,Day,,,0,0,0,0,0,,,
Airplane,JUAN SANTAMARIA INTL,< 1000 ft,A-320,2 to 10,,,,,4/3/00 0:00,200923,No damage,,2,UNITED AIRLINES,N/A,Take-off run,,FALSE,FALSE,"DEPTG, WE TOOK A COUPLE OF BIRDS ON CAPT #1 WINDOW AND 1 ON RHS FUSELAGE. INSPN.",,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,4/3/00 0:00,202353,No damage,LAX-PDX,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,EVIDENCE OF BIRDSTRIKE ON WING LE FLAP INBD OF #2 ENG. CLEANED & INSPCTD.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-500,1,,,,,4/3/00 0:00,203902,No damage,BUR-SFO,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD STRIKE EVIDENCE FWD OF EXT POWER ACCESS DOOR. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-500,1,,,,,4/3/00 0:00,203288,No damage,IND-ORD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD STRIKE RHS A/C. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,JOHN F KENNEDY INTL,Unknown,B-757-200,1,,,,,4/3/00 0:00,201673,No damage,,2,UNITED AIRLINES,New York,Approach,,FALSE,FALSE,"ON FINAL, HAD BIRD STRIKE  ON RHS ELOW F/O WINDSHLD. INSPN.",,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
,CHICAGO O'HARE INTL ARPT,Unknown,UNKNOWN,1,,,,,4/3/00 0:00,200034,No damage,,,UNKNOWN,Illinois,,,TRUE,FALSE,FOUND AT 1100.,,Large,,Striped skunk,,,,,0,0,0,0,,,,
,CHICAGO MIDWAY INTL ARPT,Unknown,UNKNOWN,1,,,,,4/3/00 0:00,206837,No damage,,,UNKNOWN,Illinois,,,TRUE,FALSE,"FOUND ALIVE AT 1330, 31C @ Y",,Medium,,Red-tailed hawk,,,,,0,0,0,0,,,,
Airplane,UNKNOWN,Unknown,B-737-300,1,None,,,,4/3/00 0:00,203071,No damage,FOUND AT PHX,2,AMERICA WEST AIRLINES,N/A,,,FALSE,FALSE,L WING OTBD FLAP TRACK CNAOE TE FLAP STRUCK.,4/3/00 0:00,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
,BURKE LAKEFRONT,Unknown,UNKNOWN,1,None,,,,4/3/00 0:00,202459,No damage,,,UNKNOWN,Ohio,,Rain,TRUE,FALSE,"FOG AND RAIN. BIRD LISTED AT ""PEREGRINE?"" NO REPTD STRIKES. FOUND AT DAWN, 0710.",4/3/00 0:00,Large,Overcast,Unknown bird - large,,,Y,,0,0,0,0,,,,
Airplane,DETROIT METRO WAYNE COUNTY ARPT,> 1000 ft,SAAB-340,1,Precautionary Landing,,,,4/3/00 0:00,206267,Caused damage,,2,MESABA AIRLINES,Michigan,Climb,Rain,FALSE,FALSE,,4/3/00 0:00,Large,Overcast,Unknown bird - large,,Dawn,Y,200,0,"100,228","100,228",,"2,400",,,180
Airplane,JOHN F KENNEDY INTL,< 1000 ft,C-141B,1,None,,,,4/3/00 0:00,3586,Caused damage,,,MILITARY,New York,Approach,,FALSE,FALSE,,4/18/00 12:32,Small,,Unknown bird - small,1300,Day,,,0,"6,014","6,014",,140,,,250
Airplane,TRI-CITIES REGIONAL TN/VA ARPT,Unknown,A-310,1,,,,,4/3/00 0:00,200809,Caused damage,,2,ROYAL JORDANIAN,Tennessee,Climb,,FALSE,FALSE,3 DAMAGED BLADES. NO FEATHERS.,12/31/01 0:00,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-300,1,None,,,,4/4/00 0:00,200607,No damage,,2,AMERICAN AIRLINES,New York,Landing Roll,None,FALSE,FALSE,,,,Overcast,Sparrows,1754,Day,N,,0,0,0,0,0,,,120
Airplane,HARRISBURG INTL,< 1000 ft,BA-125-700,1,None,,,,4/4/00 0:00,203453,No damage,,2,BUSINESS,Pennsylvania,Landing Roll,Rain,FALSE,FALSE,,,,Overcast,Gulls,,Day,Y,,0,0,0,0,0,,,85
Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,B-757-200,1,,,,,4/4/00 0:00,204335,No damage,,2,UNITED AIRLINES,New Jersey,Landing Roll,,FALSE,FALSE,FLT 88. BIRD HIT  AT 9 OCLOCK POSITION OF RADOME. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,UNKNOWN,Unknown,B-767-300,1,,,,,4/4/00 0:00,201912,No damage,DEN-ORD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD STRIKE ON RT MAIN LDG GEAR. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
,WESTCHESTER COUNTY ARPT,Unknown,UNKNOWN,1,,,,,4/4/00 0:00,200187,No damage,,,UNKNOWN,New York,,,TRUE,FALSE,,,Small,,Unknown bird - small,,,,,0,0,0,0,,,,
Airplane,EASTERWOOD FIELD AIRPORT,> 1000 ft,SAAB-340,1,None,,,,4/4/00 0:00,202600,Caused damage,,2,AMERICAN EAGLE AIRLINES,Texas,Descent,None,FALSE,FALSE,BIRD STRUCK  LHS RADOME NEAR FUSELAE THEN PARTS OF IT APPEARED TO BE INGESTED IN THE #1 ENG INTAKE. ENG PARAMETERS NEVER CHANGED. CONT EXP REPTD A BIRD STRKE AT THE SAME TIME.,,Small,No Cloud,Unknown bird - small,,Night,,,0,0,0,,"5,000",,,240
Airplane,JACKSONVILLE INTL,< 1000 ft,B-717-200,1,None,,,,4/4/00 0:00,202893,No damage,,2,AIRTRAN AIRWAYS,Florida,Climb,,FALSE,FALSE,,4/4/00 0:00,Small,Overcast,Unknown bird - small,,Day,N,,0,0,0,,50,,,150
Airplane,CENTRAL WISCONSIN ARPT,< 1000 ft,SAAB-340,2 to 10,None,,,,4/4/00 0:00,207027,No damage,,2,MESABA AIRLINES,Wisconsin,Approach,None,FALSE,FALSE,"AT 30-50 FT AGL, ABOVE RWY THRESHOLD, ABOUT 50 SPARROW-SIZED BIRDS BECAME AIRBORNE AND REMAINED IN OUR FLT PATH. FEATHERS FOUND AROUND RT ENG INTAKE.",4/4/00 0:00,Small,Some Cloud,Unknown bird - small,,Day,N,,0,0,0,,50,,,125
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-80,1,None,,,,4/4/00 0:00,202018,No damage,,2,AMERICAN AIRLINES,Texas,Approach,None,FALSE,FALSE,,4/4/00 0:00,Medium,No Cloud,Unknown bird - medium,605,Day,Y,,0,0,0,,300,,,130
,TETERBORO AIRPORT,Unknown,UNKNOWN,1,,,,,4/4/00 0:00,201392,No damage,,,UNKNOWN,New Jersey,,,TRUE,FALSE,"BIRD REMAINS IN SHREDS. FOUND AT 1020, DAY.",4/4/00 0:00,Small,,European starling,,,,,0,0,0,0,,,,
,TRENTON MERCER ARPT,Unknown,UNKNOWN,1,,,,,4/4/00 0:00,204902,No damage,,,UNKNOWN,New Jersey,,,TRUE,FALSE,BIRD FOUND AT 1330,4/4/00 0:00,,,Gulls,,,,,0,0,0,0,,,,
Airplane,UNKNOWN,> 1000 ft,DHC6,1,None,,NV,,4/4/00 0:00,204657,Caused damage,"40 NM W GNC, NV",2,BUSINESS,Nevada,En Route,None,FALSE,FALSE,BIRD SEEN AT LAST MOMENT.,4/5/00 0:00,Medium,No Cloud,Unknown bird - medium,,Day,N,,"2,673","2,673","5,346",,"2,000",,,135
Airplane,UNKNOWN,Unknown,A-320,1,,,,,4/4/00 0:00,218937,No damage,FOUND AT PHL,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,"# BIRDS NOT REPTD, ASSUME 1. ENG # NOT REPTD, ASSUME #1.  UNKN IF OTHER PARTS STRUCK OR DAMAGED. JUST HAVE ENG INFO.",2/3/03 0:00,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,MYRTLE BEACH INTL,< 1000 ft,LEARJET-35,1,None,,,,4/5/00 0:00,202033,No damage,,2,BUSINESS,South Carolina,Landing Roll,None,FALSE,FALSE,,,Small,No Cloud,Unknown bird - small,,Day,N,,0,0,0,0,0,,,70
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,B-727,1,None,,,,4/5/00 0:00,200228,No damage,,3,ASTAR AIR CARGO,Kentucky,Approach,None,FALSE,FALSE,"UNKN IF DMG, PILOT NEVER CALLED BACK.",,Medium,No Cloud,Unknown bird - medium,235,Night,Y,,0,0,0,,300,,,135
Airplane,MANASSAS REGIONAL ARPT,< 1000 ft,PA-23-250,2 to 10,None,,,,4/5/00 0:00,202931,No damage,,2,PRIVATELY OWNED,Virginia,Take-off run,None,FALSE,FALSE,"SOUNDED LIKE ARTILLARY STRIKES. ""YOU NEED TO GET THESE BIRDS OUT OF HERE"" TOWER IS FILING FOR PILOT",,,No Cloud,Gulls,,Day,Y,,0,0,0,0,0,,,120
Airplane,FORT WAYNE INTL,> 1000 ft,AVRO RJ 85,1,None,,,,4/5/00 0:00,200207,No damage,,4,MESA AIRLINES,Indiana,Descent,None,FALSE,FALSE,7 MI N FWA. FLT 3523,,Small,No Cloud,Unknown bird - small,1015,Night,N,,0,0,0,,"1,800",,,180
Airplane,MYRTLE BEACH INTL,Unknown,MD-80,2 to 10,None,,,,4/5/00 0:00,201310,No damage,,2,SPIRIT AIRLINES,South Carolina,Approach,None,FALSE,FALSE,,,Small,No Cloud,Unknown bird - small,,Day,N,,0,0,0,,,,,130
Airplane,GEORGE BUSH INTERCONTINENTAL,Unknown,B-737-300,1,,,,,4/5/00 0:00,202930,No damage,,2,UNITED AIRLINES,Texas,Climb,,FALSE,FALSE,BIRDS SEEN AFTER T/O. POSSIBLE BIRDSTRIKE. INSPN FOUND NO EVIDENCE.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,SALT LAKE CITY INTL,Unknown,B-757-200,1,None,,,,4/5/00 0:00,200111,No damage,1 MILE OUT,2,DELTA AIR LINES,Utah,Approach,,FALSE,FALSE,FLT 774 HIT A SML BIRD ON FINAL. NO REPTD DMG.,,Small,,Unknown bird - small,2250,Night,,,0,0,0,1,,,,
Airplane,SAN FRANCISCO INTL ARPT,Unknown,B-737-500,11 to 100,,,,,4/5/00 0:00,205524,No damage,,2,UNITED AIRLINES,California,Approach,None,TRUE,TRUE,LGR FLOCK OF BIRDS FLEW UP ON LDG FLARE. A/C WAS TAKEN OUT OF SVC DUE TO MULTIPLE STRIKES. CLEANED & INSPCTD. BORESCOPED ENGS. NO DEFECTS. BIRD ID BY C DOVE @ SMITHSONIAN. 25 BIRDS WERE FOUND INSIDE BOTH ENGS. INGESTION. 40 BIRDS REMOVED FROM RWY. COST WA,,Small,Overcast,Western sandpiper,845,Day,Y,24,0,"1,203","1,203",,,,,
Airplane,ERIE INTL,< 1000 ft,HAWKER 1000,1,None,,,,4/5/00 0:00,202627,Caused damage,,2,EXECUTIVE JET AVIATION,Pennsylvania,Landing Roll,,FALSE,FALSE,"AFTER T/D, NOTICED LARGE FLOCK OF BIRDS AND HEARD 1 STRIKE THE A/C. DURING POST FLT INSPN, NOTICED LEFT FLAP DENTED . A/C CONSIDERED NON FLYABLE BY CREW, FLAP HAD SML DENT. A/C WAS GROUNDED. FLT 514",,,Some Cloud,Gulls,250,Day,N,47,0,0,0,0,0,,,100
Airplane,GREATER ROCHESTER INTL,< 1000 ft,CL-RJ100/200,1,Precautionary Landing,,,,4/5/00 0:00,205189,No damage,,2,COMAIR AIRLINES,New York,Take-off run,Rain,FALSE,FALSE,FLT 15902. GULL FOUND ABOUT 6000' ON EAST EDGE FROM APCH OF RWY 22.,4/5/00 0:00,,Overcast,Gulls,1700,Dusk,,,0,0,0,0,0,,,
Airplane,GREATER ROCHESTER INTL,< 1000 ft,CL-RJ100/200,1,None,,,,4/5/00 0:00,205812,No damage,,2,BUSINESS,New York,Take-off run,Rain,FALSE,FALSE,BIRD FOUND 95% INTACT @ 4000FT SIGN. XEROX CALLED BAKC TO TELL US NO DMG WAS DONE.,4/5/00 0:00,,Some Cloud,Gulls,745,Dawn,,,0,0,0,0,0,,,
,GREATER PITTSBURGH,Unknown,UNKNOWN,1,,,,,4/5/00 0:00,204323,No damage,,,UNKNOWN,Pennsylvania,,,TRUE,FALSE,FOUND AT DAWN ON RWY INSPN,4/5/00 0:00,,,Gulls,,,,,0,0,0,0,,,,
,SHREVEPORT REGIONAL,Unknown,UNKNOWN,1,,,,,4/5/00 0:00,203392,No damage,,,UNKNOWN,Louisiana,,,TRUE,FALSE,"FOUND NEAR EDGE OF PVMNT ON APCH END AT DAWN, 0700.",4/5/00 0:00,Small,,European starling,,,,,0,0,0,0,,,,
Airplane,LOS ANGELES INTL,> 1000 ft,B-737-200,1,None,,,,4/5/00 0:00,200208,Caused damage,,2,SOUTHWEST AIRLINES,California,Descent,None,FALSE,FALSE,,4/6/00 0:00,Medium,Some Cloud,Unknown bird - medium,,Night,N,,0,0,0,,"6,000",,,210
Airplane,PORTLAND INTL (OR),< 1000 ft,B-767-300,1,None,,,,4/5/00 0:00,204593,No damage,,2,DELTA AIR LINES,Oregon,Landing Roll,None,FALSE,FALSE,ATIS WARNING. HAWK FLEW IN FRONT OF A/C DURING T/D. HIT JUST ABOVE CAPT WINDSHLD WIPER. DEBRIS ON WINDSHLD. BIRD RECVD BY OPS IN TACT.  ID BY WS BIOL. (CREW REPTD IT AS RED-TAILED HAWK),5/11/00 0:00,Medium,Overcast,Northern harrier,1205,Day,Y,,0,0,0,0,0,,,150
Airplane,ELMIRA/CORNING MUNICIPAL,< 1000 ft,DC-9-30,2 to 10,None,,,,4/6/00 0:00,200970,No damage,,2,US AIRWAYS*,New York,Approach,None,FALSE,FALSE,EGRET SIZED BIRDS,,Large,Some Cloud,Unknown bird - large,1818,Dusk,,,0,0,0,,5,,,135
Airplane,UNKNOWN,Unknown,DC-9-40,1,,,,,4/6/00 0:00,200009,No damage,FOUND AT ILN,2,ABX AIR,N/A,,,FALSE,FALSE,FOUND BIRD STRIKE ON #1 ENG LOWER COWL AT FWD LLIP. INPSN.,,Medium,,Unknown bird - medium,,Night,,,0,0,0,,,,,
Airplane,AIRBORNE AIRPARK,Unknown,DC-9-40,1,,,,,4/6/00 0:00,200010,No damage,,2,ABX AIR,Ohio,,,FALSE,FALSE,BIRDSTRIKE F/O WINDSHLD. CLEANED & INSPCTD.,,Medium,,Unknown bird - medium,,Night,,,0,0,0,,,,,
Airplane,JACKSONVILLE INTL,< 1000 ft,B-727-200,1,,,,,4/6/00 0:00,200045,No damage,,3,UNITED AIRLINES,Florida,Landing Roll,,FALSE,FALSE,INSPN,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,JACKSON COUNTY ARPT-REYNOLDS FIELD,< 1000 ft,CL-600,1,,,,,4/6/00 0:00,200790,No damage,,2,BUSINESS,Michigan,Approach,,FALSE,FALSE,HOP 604  ON SHORT FINAL REPTD A SPARROW HITTING L FRONT WINDSHIELD,4/6/00 0:00,,No Cloud,Sparrows,,Dawn,,,0,0,0,,200,,,110
Airplane,IGOR I SIKORSKY MEMORIAL,< 1000 ft,CITATION II,1,None,,,,4/6/00 0:00,200631,No damage,,2,BUSINESS,Connecticut,Approach,None,FALSE,FALSE,NO BIRDS FOUN ON RWY.,4/6/00 0:00,Small,No Cloud,Unknown bird - small,815,Day,N,,0,0,0,,50,,,115
Airplane,HECTOR INTERNATIONAL,< 1000 ft,MERLIN IV,1,None,,,,4/6/00 0:00,200708,No damage,,2,SUPERIOR AVIATION,North Dakota,Climb,None,FALSE,FALSE,ATIS WARNING,4/6/00 0:00,,No Cloud,Gulls,748,Dawn,Y,,0,0,0,,50,,,120
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,4/6/00 0:00,200040,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,FOUND PIGEON WHICH HAD BEEN DEAD FOR AT LEAST A MONTH,4/6/00 0:00,Small,,Rock pigeon,,,,,0,0,0,0,,,,
,PEASE INTL TRADEPORT,Unknown,UNKNOWN,1,,,,,4/6/00 0:00,202237,No damage,,,UNKNOWN,New Hampshire,,,TRUE,FALSE,FOUND CARCASS ON TWY CENTERLINE BY ARPT MGT. PUT REMAINS IN BIR LOCKER FOR AUTOPSY,4/6/00 0:00,Small,,Unknown bird - small,,,Y,,0,0,0,0,,,,
Airplane,TYLER POUNDS FIELD,> 1000 ft,SAAB-340,1,None,,,,4/6/00 0:00,202564,No damage,,2,AMERICAN EAGLE AIRLINES,Texas,Approach,None,FALSE,FALSE,,4/7/00 0:00,Small,No Cloud,Unknown bird - small,2250,Night,N,,0,0,0,,"1,500",,,140
Airplane,PORTLAND INTL (OR),< 1000 ft,DC-8,1,None,,,,4/6/00 0:00,200011,No damage,,4,ABX AIR,Oregon,Landing Roll,Rain,FALSE,FALSE,BIRD ID BY WS BIOL.,5/11/00 0:00,Medium,Overcast,Mallard,431,Night,Y,,0,0,0,0,0,,,
Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,2 to 10,None,,,,4/6/00 0:00,4064,No damage,,,MILITARY,Louisiana,Approach,None,FALSE,FALSE,A bird struck the left inboard flap and one was ingested into the #7 engine intake.,5/17/00 14:58,Medium,No Cloud,Unknown bird or bat,115,Night,Y,,0,0,0,,"1,000",,,168
Airplane,METRO OAKLAND INTL,< 1000 ft,B-737-300,11 to 100,Precautionary Landing,,,,4/6/00 0:00,201545,No damage,,2,SOUTHWEST AIRLINES,California,Take-off run,None,FALSE,FALSE,FLT 659 HAD JUST ROTATED AND WAS LEAVING RWY SURFACE. FIRE DEPT HAD 4 UNITS AS A PRECAUTION WHEN A/C RETD. NO RPTD DMG. BIRD REPTD AT GOOSE BY CREW & W SANDPIPER BY ARPT OPS.,6/4/00 0:00,Small,No Cloud,Unknown bird - small,1345,Day,Y,1,0,0,0,0,0,,,
Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-757-200,2 to 10,None,,,,4/7/00 0:00,203293,No damage,,2,TRANS WORLD AIRLINES,California,Approach,None,FALSE,FALSE,FLT 87862,,,No Cloud,Gulls,,Night,Y,,0,0,0,,200,,,130
Airplane,UNKNOWN,> 1000 ft,DC-9-30,1,None,,,,4/7/00 0:00,201554,No damage,10 M N ROBINSVILLE,2,AIRTRAN AIRWAYS,N/A,Descent,None,FALSE,FALSE,FLT 924. WINDSHLD PARTIALLY OBSCURRED. ENG PARAMETERS STABLE.,,Medium,No Cloud,Unknown bird - medium,,Night,,,0,0,0,,"5,000",,,250
Airplane,SAN ANTONIO INTL,Unknown,DC-8-61,2 to 10,None,,,,4/7/00 0:00,205967,No damage,,4,ABX AIR,Texas,Approach,,FALSE,FALSE,BIRDSTRIKE ON FINAL APCH. 2 HIT ABOVE WINDSHLDS. CLEANED & INSPCTD.,,Medium,,Unknown bird - medium,,Night,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,A-320,1,,,,,4/7/00 0:00,200590,No damage,MSY-IAD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRDSTRIKE ON #2 ENG NOSE COWL & ABOVE #1 ENG PYLON. INSPN. CLEANED.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,4/7/00 0:00,207048,No damage,ORD-IAD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,FOUND BIRDSTRIKE TO LT ACM INLET. CLEANED & INSPCTD. GRACKLE FOUND AT ORD - TIME AND LOCATION UNKN,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-727-200,1,,,,,4/7/00 0:00,200268,No damage,PDX-DEN,3,UNITED AIRLINES,N/A,,,FALSE,FALSE,RH WING INBD LE,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,CHICAGO O'HARE INTL ARPT,Unknown,A-320,1,,,,,4/7/00 0:00,200318,No damage,,2,UNITED AIRLINES,Illinois,Approach,,FALSE,FALSE,1-2 LB BIRD HIT RADOME ON FINAL. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
,CHICAGO O'HARE INTL ARPT,Unknown,UNKNOWN,1,,,,,4/7/00 0:00,204074,No damage,,,UNKNOWN,Illinois,,,TRUE,FALSE,BIRD ID BY WS BIOL.,,Small,,European starling,,,,,0,0,0,0,,,,
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,4/7/00 0:00,203454,Caused damage,LGA-IAD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,SEVERE DMG TO NOSE COWL. REQUIRES BORESCOPE.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
,THEODORE FRANCIS GREEN STATE,Unknown,UNKNOWN,1,,,,,4/7/00 0:00,207061,No damage,,,UNKNOWN,Rhode Island,,,TRUE,FALSE,"BIRD FOUND AT DAWN, 0640 ON RWY AT INTSN OF TWY K",4/7/00 0:00,Small,,American kestrel,,,,,0,0,0,0,,,,
Airplane,KENDALL-TAMIAMI EXECUTIVE ARPT,> 1000 ft,BE-58  BARON,1,None,,,,4/7/00 0:00,200877,Caused damage,,2,PRIVATELY OWNED,Florida,Descent,None,FALSE,FALSE,DMG TO RH AUX WET WING (NO FUEL IN THIS TANK). LANDED AT DESTINATION W/O PROBLEM. TIME OUT OF SERVICE APRIL 21 TO AUG 9.,4/7/00 0:00,,No Cloud,New World Vultures,,Day,N,"2,664",0,"14,522","14,522",,"1,500",,,180
Airplane,KENDALL-TAMIAMI EXECUTIVE ARPT,> 1000 ft,C-172,1,Precautionary Landing,,,,4/7/00 0:00,202937,Caused damage,,1,PRIVATELY OWNED,Florida,Descent,None,FALSE,FALSE,BIRD HIT LE RT WING. ATIS WARNING.,4/7/00 0:00,Large,Some Cloud,Turkey vulture,,Day,Y,,0,0,0,,"2,000",,,100
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,B-757-200,1,,,,,4/7/00 0:00,201974,No damage,,2,AMERICAN AIRLINES,Texas,Approach,,FALSE,FALSE,,4/8/00 0:00,,,Hawks,1110,Day,N,,0,0,0,,"1,000",,,150
Airplane,LOGAN INTL,Unknown,B-727-200,1,None,,,,4/7/00 0:00,200489,No damage,,3,DELTA AIR LINES,Massachusetts,Approach,None,FALSE,FALSE,,4/8/00 0:00,Large,Some Cloud,Unknown bird - large,,Night,Y,,0,0,0,,,,,
Airplane,ATLANTA INTL,< 1000 ft,B-727,1,None,,,,4/7/00 0:00,201628,Caused damage,,3,RYAN INTL AIRLINES,Georgia,Approach,None,FALSE,FALSE,FLT538. CAUGHT A FLASH OF 2 BIRDS  A SPLIT SECOND BEFORE IMPACT HEARD. RADOME DENTED. IT WAS REPLACED.,4/8/00 0:00,,No Cloud,Hawks,,Night,N,24,0,"10,023","10,023",,600,,,140
Airplane,AUSTIN-BERGSTROM INTL,> 1000 ft,B-727-200,1,None,,,,4/7/00 0:00,200978,No damage,,3,FEDEX EXPRESS,Texas,Climb,None,FALSE,FALSE,,4/12/00 0:00,Small,No Cloud,Unknown bird - small,2257,Night,,,0,0,0,,"4,200",,,230
Airplane,PORTLAND INTL (OR),< 1000 ft,B-737-400,1,None,,,,4/7/00 0:00,201326,No damage,,2,ALASKA AIRLINES,Oregon,Approach,None,FALSE,FALSE,"FLT 301. HIT BIRD DURING LGD FLARE, JUST AFTER SUNSET, MED SIZE BIRD APPEARED FROM EDGE OF RWY, WENT BELOW NOSE, HIT FUSELAGE BODY/L WING AREA. BIRD ID BY WS BIOL. NO DMG REPTD.",4/13/00 0:00,Small,Some Cloud,Barn owl,2020,Dusk,Y,,0,0,0,,10,,,135
Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,C-402,1,None,,,,4/8/00 0:00,201403,No damage,,2,BUSINESS,Texas,Approach,None,FALSE,FALSE,,,Small,Some Cloud,Unknown bird - small,,Day,N,,0,0,0,,15,,,85
Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,A-320,1,None,,,,4/8/00 0:00,207007,No damage,,2,UNITED AIRLINES,Illinois,Take-off run,None,FALSE,FALSE,CREW REPTS BIRDSTRIKE ON UPPER RHS RADOME. CLEANED.,,Medium,No Cloud,Unknown bird - medium,,Day,Y,,0,0,0,0,0,,,
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,4/8/00 0:00,205784,No damage,FOUND AT PHX,2,AMERICA WEST AIRLINES,N/A,,,FALSE,FALSE,BIRD STRIKE FOUND ON PRE-FLT INSPN. BIRD HIT LWR PART OF RADOME.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
